year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1543,11,-215,1
1988,1407,5,-216,3
1989,1354,11,-183,2
1990,1095,10,-197,14
1991,1356,9,-330,1
1992,1309,8,-219,7
1993,1268,9,-291,6
1994,1351,10,-241,2
1995,1487,8,-244,3
1996,1406,11,-392,3
1997,1394,9,-332,0
1998,1245,8,-120,1
1999,1288,11,-347,11
2000,1683,11,-272,2
2001,1115,9,-143,11
2002,1463,9,-76,9
2003,1481,10,-163,4
2004,1173,6,-173,4
2005,1390,10,-185,12
2006,1148,9,-249,11
2007,1280,9,-313,7
2008,1463,10,-257,0
2009,1397,8,-233,10
2010,1410,8,-276,4
2011,1477,9,-232,3
2012,1132,10,50,3
2013,1457,11,-201,1
2014,1606,11,-311,2
2015,1381,9,-136,6
2016,1236,11,42,3
2016
2017,1978,13,-210,3
2018,1763,12,-170,7
2019,1547,11,-86,4
2020,1403,9,-216,3
2021,1373,8,-249,0
2022,1478,9,-208,13
2023,1778,9,-284,0
2024,1823,12,-524,3
2025,1497,8,-90,0
2026,1357,10,-305,9
2027,1453,11,-263,8
2028,1844,11,-208,5
2029,1750,10,-369,6
2030,1191,10,-347,5
2031,1747,11,-203,0
2032,1662,10,-317,3
2033,1486,10,-61,5
2034,1558,10,-93,1
2035,1595,11,-151,8
2036,1397,8,-193,5
2037,1462,11,-159,0
2038,1603,10,-252,3
2039,1476,11,-166,9
2040,1704,12,-254,4
2041,1339,10,-345,14
2042,1823,10,-276,0
2043,1585,10,-224,1
2044,1484,9,-191,3
2045,1477,12,-221,10
2046,1774,9,-151,4
