year,A1,A2,A3
,label A1,label A2,label A3
1987,21,3021,157
1988,13,2862,106
1989,4,2901,52
1990,12,3146,91
1991,6,3047,74
1992,20,3152,120
1993,9,3074,81
1994,0,3068,43
1995,29,3222,168
1996,9,3195,107
1997,9,3031,72
1998,7,3338,63
1999,5,3435,77
2000,22,3214,164
2001,7,3206,42
2002,20,2965,143
2003,16,3239,125
2004,8,3332,85
2005,17,3201,124
2006,7,3425,65
2007,11,2922,88
2008,9,2908,88
2009,21,3390,155
2010,17,3316,104
2011,11,3337,110
2012,2,2782,26
2013,11,2809,101
2014,23,3083,171
2015,7,3090,73
2016,0,3220,16
2016
2017,43,2484,288
2018,36,2838,270
2019,24,2723,162
2020,20,2885,144
2021,16,2755,131
2022,32,2705,207
2023,27,2907,205
2024,20,3028,221
2025,17,2763,114
2026,3,2935,74
2027,20,3021,193
2028,41,2939,283
2029,30,2788,223
2030,4,2954,57
2031,32,2628,203
2032,19,2807,143
2033,29,2744,186
2034,19,2905,153
2035,16,2817,131
2036,15,2591,96
2037,11,2855,105
2038,25,2927,178
2039,12,2674,115
2040,41,2727,249
2041,18,2974,132
2042,39,2614,235
2043,25,2918,162
2044,19,2627,160
2045,21,2921,144
2046,31,2875,236

min,,2000
max,,4000
steps,,9
decimal
