year,annual-estival-days
1987,19
1988,23
1989,39
1990,42
1991,39
1992,46
1993,36
1994,51
1995,38
1996,23
1997,41
1998,34
1999,50
2000,44
2001,46
2002,43
2003,91
2004,38
2005,46
2006,51
2007,37
2008,43
2009,42
2010,40
2011,51
2012,46
2013,40
2014,33
2015,53
2016,51
