year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,17,31,-44,3,14,-189,59,17,170
1988,18,17,-112,3,9,-187,40,27,126
1989,10,13,-69,3,4,-149,54,36,171
1990,5,25,-69,3,8,-163,83,25,145
1991,15,23,-147,3,3,-280,50,40,132
1992,21,14,-95,5,13,-216,55,35,165
1993,15,25,-119,2,3,-193,61,38,149
1994,2,16,-32,2,0,-141,62,48,150
1995,15,25,-46,2,18,-189,50,44,117
1996,11,24,-126,5,14,-285,61,36,130
1997,8,16,-134,3,7,-335,55,36,166
1998,15,22,-55,1,6,-120,59,50,138
1999,10,33,-164,4,3,-223,57,44,191
2000,27,26,-122,2,9,-238,37,46,131
2001,2,25,-32,3,4,-86,70,31,156
2002,22,13,9,2,10,-59,52,30,135
2003,25,31,-62,2,10,-155,52,39,184
2004,9,26,-72,4,7,-177,62,46,143
2005,13,36,-81,2,10,-120,43,37,145
2006,9,34,-46,5,4,-219,71,42,89
2007,22,14,-88,5,5,-242,54,33,93
2008,12,21,-100,5,5,-198,60,27,121
2009,27,40,-86,5,16,-225,49,38,123
2010,19,27,-115,3,9,-254,40,55,144
2011,15,45,-64,2,8,-174,51,28,121
2012,7,8,-5,6,2,18,70,26,251
2013,14,11,-37,4,7,-191,63,22,114
2014,16,19,-109,5,15,-283,52,48,87
2015,20,35,-17,2,4,-123,61,37,181
2016,0,37,59,1,1,31,68,32,186
2016
2017,25,14,-17,2,19,-164,38,17,150
2018,35,10,-7,2,15,-132,47,16,125
2019,7,17,-41,2,11,-75,59,9,183
2020,12,16,-84,2,13,-188,58,26,107
2021,15,14,-90,4,8,-253,70,21,153
2022,17,19,-51,3,21,-227,59,12,119
2023,19,33,-94,2,17,-200,32,31,169
2024,28,19,-208,4,10,-429,43,32,74
2025,7,24,-42,2,11,-25,53,14,120
2026,15,27,-101,2,3,-219,51,12,89
2027,14,22,-114,4,17,-226,66,22,153
2028,33,23,-61,0,17,-165,35,30,96
2029,16,15,-150,1,25,-322,34,35,109
2030,8,30,-156,4,1,-311,71,13,112
2031,30,9,-94,2,11,-217,45,19,162
2032,21,12,-60,5,11,-207,49,43,114
2033,18,5,-54,2,20,-165,61,32,173
2034,15,25,0,1,16,-52,50,29,113
2035,14,16,-66,4,11,-109,46,18,164
2036,17,18,-54,2,4,-170,40,9,118
2037,15,24,-47,7,9,-107,58,35,139
2038,22,29,-72,4,15,-210,54,18,120
2039,17,13,-141,3,1,-172,48,20,190
2040,27,28,-78,4,14,-221,44,7,161
2041,10,49,-88,2,11,-291,66,7,46
2042,25,3,-96,2,17,-250,37,36,70
2043,12,23,-20,3,15,-141,59,27,53
2044,14,4,-59,6,14,-246,50,17,180
2045,21,10,-65,3,8,-176,53,14,89
2046,29,18,-76,3,11,-93,40,35,147
