year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,870,638,69,-215,131,9.5,3598,46,18.2,75
1988,783,602,13,-216,106,9.4,3555,39,14.7,66
1989,826,607,50,-183,60,9.5,3585,20,16.5,69
1990,824,564,86,-197,116,8.7,3323,25,16.9,86
1991,646,672,-245,-330,26,9.1,3468,23,16.0,89
1992,861,599,92,-219,151,8.7,3322,34,16.2,100
1993,770,688,-187,-291,70,8.9,3385,29,16.3,90
1994,858,680,-44,-241,95,8.9,3425,13,16.7,97
1995,638,613,-139,-244,110,8.9,3483,42,17.5,96
1996,675,708,-288,-392,59,9.0,3460,30,17.7,87
1997,702,710,-224,-332,83,9.1,3398,28,16.3,83
1998,829,583,85,-120,86,8.1,3127,24,15.1,104
1999,727,727,-262,-347,10,8.1,3340,24,16.6,106
2000,900,735,-63,-272,108,9.2,3639,52,17.6,110
2001,807,556,83,-143,134,8.4,3218,15,15.6,89
2002,893,610,117,-76,41,9.6,3574,53,16.9,78
2003,853,632,56,-163,151,9.0,3403,44,17.4,90
2004,762,580,17,-173,102,8.0,3096,31,15.3,97
2005,860,609,81,-185,168,8.9,3482,39,17.2,93
2006,773,583,32,-249,126,7.8,3110,23,16.0,113
2007,699,608,-87,-313,123,9.3,3488,36,15.7,84
2008,763,604,-24,-257,129,9.7,3642,34,17.2,77
2009,644,606,-130,-233,5,8.3,3316,39,16.6,113
2010,718,625,-64,-276,76,8.3,3218,39,15.8,119
2011,628,604,-143,-232,57,8.5,3336,37,16.9,110
2012,976,547,250,50,60,9.4,3480,10,15.2,53
2013,822,597,55,-201,169,10.1,3750,31,17.7,56
2014,769,618,-22,-311,151,9.4,3616,41,18.1,94
2015,848,616,54,-136,93,8.9,3467,31,16.2,99
2016,983,550,279,42,144,8.3,3240,8,16.0,98
2016
2017,822,688,-62,-210,90,11.8,4339,84,20.0,58
2018,896,644,75,-170,193,10.6,3918,61,18.9,69
2019,805,595,32,-86,87,10.3,3807,48,18.1,70
2020,734,595,-35,-216,127,9.5,3525,37,16.5,82
2021,788,660,-113,-249,78,9.9,3673,33,16.8,57
2022,751,629,-79,-208,91,10.5,3903,52,18.2,69
2023,841,772,-200,-284,52,10.0,3789,52,17.7,102
2024,619,770,-375,-524,91,10.1,3821,68,19.0,78
2025,864,605,89,-90,135,9.8,3694,37,16.6,69
2026,747,712,-225,-305,57,9.5,3608,31,16.6,66
2027,841,695,-72,-263,105,9.6,3622,48,18.7,85
2028,687,636,-132,-208,43,10.4,3891,59,18.6,101
2029,792,768,-254,-369,39,10.4,3881,61,18.2,82
2030,731,668,-179,-347,92,9.1,3396,20,16.6,78
2031,808,618,13,-203,138,11.0,4079,53,18.2,57
2032,784,660,-68,-317,155,10.1,3739,49,17.5,80
2033,886,596,116,-61,99,10.2,3750,53,18.3,70
2034,847,626,44,-93,86,9.8,3670,48,18.0,85
2035,905,623,118,-151,197,10.2,3781,42,18.1,73
2036,824,591,59,-193,145,10.1,3733,28,14.7,64
2037,762,582,-5,-159,113,9.7,3652,31,17.3,96
2038,756,627,-43,-252,155,9.9,3727,47,18.3,84
2039,763,602,-23,-166,73,10.5,3910,34,17.4,62
2040,829,664,-12,-254,110,10.7,4032,59,18.1,70
2041,599,594,-176,-345,72,9.4,3609,46,18.0,89
2042,773,681,-84,-276,117,11.1,4084,65,18.1,60
2043,856,618,66,-224,197,9.9,3713,44,18.1,83
2044,769,610,-23,-191,74,10.6,3912,45,17.4,43
2045,787,601,12,-221,141,10.0,3669,49,18.0,70
2046,897,636,82,-151,160,10.3,3861,60,17.9,87

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

