year,annual-hydric-deficit
1987,99
1988,101
1989,-126
1990,-82
1991,-158
1992,12
1993,-225
1994,33
1995,150
1996,82
1997,-28
1998,-119
1999,-107
2000,-153
2001,-142
2002,67
2003,-482
2004,-125
2005,33
2006,109
2007,44
2008,-7
2009,80
2010,108
2011,-136
2012,-17
2013,157
2014,-99
2015,-294
2016,140
