year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,8,4,-84,4,4,-138,63,5,171
1988,17,1,-108,8,1,-315,62,18,68
1989,13,5,-42,4,2,-207,62,29,153
1990,7,2,-52,4,0,-202,63,14,88
1991,8,2,70,2,6,-124,71,6,48
1992,7,3,-104,7,0,-272,65,19,94
1993,5,11,-53,4,0,-240,66,10,90
1994,2,4,6,4,1,-239,76,31,181
1995,10,3,29,3,10,-154,61,17,77
1996,17,3,-131,6,8,-258,60,18,141
1997,9,0,-49,5,0,-235,70,19,80
1998,17,2,-111,7,4,-275,67,5,150
1999,21,2,-110,3,0,-300,57,22,143
2000,24,0,-135,6,6,-384,61,19,92
2001,13,0,-40,6,1,-232,63,28,99
2002,20,8,-82,3,1,-269,50,21,153
2003,11,4,-61,5,0,-240,60,26,98
2004,24,9,4,3,6,-103,55,31,69
2005,5,0,-36,3,2,-98,61,24,141
2006,14,1,-149,7,2,-361,53,9,18
2007,10,10,28,3,2,-96,44,12,124
2008,4,5,-51,4,0,-207,75,30,112
2009,11,2,-10,3,1,-168,74,8,86
2010,5,7,54,3,2,-48,69,27,156
2011,23,4,8,5,5,-144,65,14,117
2012,18,5,-15,3,4,-217,59,25,50
2013,17,2,-48,5,6,-227,62,25,191
2014,6,2,-121,6,4,-269,68,34,150
2015,25,4,17,4,1,-130,40,21,122
2016,4,14,-35,5,1,-211,76,16,77
2016
2017,25,1,-87,7,2,-318,46,7,76
2018,21,0,-108,9,12,-311,52,1,114
2019,28,2,-87,4,13,-276,53,8,105
2020,31,1,-237,7,6,-451,39,16,163
2021,20,3,-138,6,3,-366,63,1,85
2022,33,6,-184,7,9,-432,43,21,111
2023,14,1,-157,7,12,-343,38,6,81
2024,20,5,-142,8,3,-337,49,4,137
2025,35,2,-197,8,9,-358,45,13,136
2026,34,4,-164,8,3,-373,49,6,111
2027,42,0,-178,7,16,-427,44,5,74
2028,22,1,-139,7,1,-324,45,9,107
2029,29,1,-259,8,4,-491,48,4,67
2030,26,3,-259,9,9,-380,53,10,169
2031,15,4,-104,8,4,-358,58,21,104
2032,22,5,-149,7,0,-276,57,25,144
2033,38,4,-201,7,8,-457,43,26,49
2034,19,0,-102,5,6,-316,43,15,127
2035,37,0,-163,8,21,-403,41,18,113
2036,43,2,-174,8,13,-311,49,6,185
2037,22,0,-115,6,11,-318,51,15,69
2038,17,3,-151,6,12,-360,61,13,89
2039,12,1,-68,9,1,-314,65,19,66
2040,10,2,-86,5,2,-268,61,8,87
2041,31,2,-109,3,10,-286,46,10,88
2042,27,4,-173,8,8,-436,58,18,87
2043,31,1,-211,7,0,-368,41,19,134
2044,34,0,-136,9,9,-387,53,18,113
2045,22,2,-126,7,2,-354,51,14,76
2046,20,1,-123,6,8,-332,55,23,209

min,,0
max,,10
steps,,11
decimal
