year,A1,A2,A3
,label A1,label A2,label A3
1987,18,2694,123
1988,16,2738,134
1989,16,2906,119
1990,8,2634,76
1991,15,2487,128
1992,8,2771,78
1993,7,2653,86
1994,9,2947,68
1995,42,2567,267
1996,26,2507,182
1997,9,2482,80
1998,26,2506,151
1999,15,2815,151
2000,22,2617,184
2001,10,2677,91
2002,21,2793,157
2003,4,2616,52
2004,24,2853,193
2005,8,2629,65
2006,15,2551,111
2007,12,2331,102
2008,7,2850,63
2009,7,2671,65
2010,11,2750,94
2011,24,2709,184
2012,24,2961,159
2013,30,2761,210
2014,15,2968,98
2015,13,2762,107
2016,20,2819,122
2016
2017,46,2257,277
2018,41,2202,305
2019,48,2514,315
2020,37,2320,279
2021,33,2308,216
2022,52,2425,329
2023,42,2087,297
2024,16,2411,145
2025,58,2368,337
2026,45,2500,303
2027,57,2409,390
2028,33,2369,209
2029,40,2251,288
2030,37,2500,293
2031,31,2570,202
2032,29,2383,190
2033,48,2659,318
2034,40,2271,279
2035,50,2391,366
2036,54,2628,330
2037,52,2433,313
2038,58,2585,369
2039,29,2337,185
2040,23,2219,177
2041,49,2398,321
2042,61,2337,367
2043,27,2580,198
2044,43,2463,286
2045,20,2635,145
2046,36,2547,243

min,,1800
max,,3250
steps,,10
decimal



