year,F1,F3,M4
,label F1,label F3,label M4
1987,53,143,1
1988,54,129,2
1989,51,140,0
1990,49,138,1
1991,42,132,1
1992,47,150,4
1993,74,137,1
1994,53,132,3
1995,37,124,3
1996,53,134,1
1997,21,127,2
1998,55,136,3
1999,56,131,2
2000,65,127,2
2001,44,129,4
2002,49,140,1
2003,40,123,3
2004,59,137,2
2005,56,126,1
2006,45,122,5
2007,26,133,1
2008,45,134,1
2009,51,138,0
2010,40,134,0
2011,55,141,2
2012,69,142,4
2013,58,133,0
2014,62,135,3
2015,75,137,1
2016,64,149,3
2016
2017,34,126,5
2018,54,125,4
2019,54,136,2
2020,49,129,7
2021,33,132,5
2022,25,129,6
2023,38,116,4
2024,47,125,5
2025,48,124,3
2026,42,135,3
2027,49,127,4
2028,49,127,5
2029,43,124,3
2030,51,130,5
2031,46,131,6
2032,28,125,4
2033,61,130,4
2034,43,116,1
2035,63,122,6
2036,55,133,3
2037,51,126,3
2038,56,137,2
2039,34,129,4
2040,35,126,1
2041,34,130,1
2042,28,135,6
2043,48,126,4
2044,48,127,6
2045,58,137,5
2046,41,127,4

min,,100
max,,170
steps,,11
decimal
