year,annual-average-temperature
1987,9.9
1988,10.4
1989,11.2
1990,10.9
1991,10.2
1992,10.4
1993,10.5
1994,11.3
1995,10.8
1996,10.1
1997,11.7
1998,10.6
1999,10.6
2000,11.1
2001,10.7
2002,11.1
2003,11.8
2004,10.6
2005,10.3
2006,11.6
2007,10.7
2008,10.6
2009,11.2
2010,10.0
2011,11.8
2012,10.9
2013,10.2
2014,11.6
2015,11.7
2016,11.2

min,7
max,13
steps,7
decimal


