year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,125,75,-50,258
1988,378,115,-73,153
1989,28,23,-196,40
1990,143,106,-132,300
1991,64,-59,-130,196
1992,-74,36,-123,121
1993,-98,-16,-228,126
1994,220,107,19,291
1995,312,-123,-67,171
1996,130,-16,13,294
1997,-12,81,-89,324
1998,85,120,-20,191
1999,164,100,110,254
2000,18,-51,-117,141
2001,142,-103,-179,53
2002,2,-55,-107,196
2003,23,-264,-266,212
2004,162,-120,-128,95
2005,-14,-137,-133,69
2006,88,-222,-70,38
2007,93,-36,-121,40
2008,61,72,-227,224
2009,26,-12,-271,127
2010,112,-92,-224,143
2011,39,-216,-96,85
2012,-42,-21,-228,124
2013,120,42,-190,126
2014,171,-130,6,140
2015,87,-200,-191,3
2016,196,36,-208,81
2017,117,-100,-159,135
2018,289,-65,-309,128
2019,23,-107,-250,409
2020,73,-68,-256,275




