year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1348,10,-203,10
1988,1486,10,-373,4
1989,1301,7,-174,6
1990,1399,11,-264,1
1991,1484,10,-254,0
1992,1340,12,-325,8
1993,1445,11,-337,2
1994,1230,8,-223,0
1995,1725,12,-192,1
1996,1590,11,-286,5
1997,1319,10,-352,1
1998,1320,8,-277,15
1999,1583,12,-352,3
2000,1725,11,-493,0
2001,1489,10,-321,0
2002,1484,9,-247,10
2003,1373,10,-283,1
2004,1535,9,-229,11
2005,1304,9,-202,1
2006,1575,11,-505,0
2007,1605,10,-144,1
2008,1260,9,-266,5
2009,1107,9,-235,4
2010,1337,12,-128,11
2011,1484,10,-198,10
2012,1457,10,-321,14
2013,1597,9,-204,4
2014,1261,10,-245,7
2015,1594,9,-197,0
2016,1344,9,-297,3
2016
2017,1837,13,-306,4
2018,1897,13,-334,1
2019,1802,10,-360,3
2020,1879,12,-434,6
2021,1622,11,-460,1
2022,1944,13,-439,7
2023,1953,13,-516,0
2024,1629,11,-464,6
2025,1825,14,-394,12
2026,1843,13,-458,5
2027,2019,12,-549,3
2028,1765,12,-440,1
2029,1814,12,-642,0
2030,1787,12,-509,2
2031,1638,13,-332,1
2032,1716,12,-339,4
2033,1876,13,-552,3
2034,1934,14,-405,1
2035,2034,12,-441,1
2036,1760,10,-310,9
2037,1796,12,-435,5
2038,1827,13,-448,9
2039,1476,11,-364,3
2040,1570,12,-346,3
2041,1900,11,-326,3
2042,1845,13,-472,4
2043,1829,11,-440,4
2044,1772,11,-417,2
2045,1556,11,-461,7
2046,1653,12,-263,9

min,1000,5,,0
max,2500,15,,12
steps,11,11,,7
decimal



