year,annual-hydric-deficit
1987,408
1988,572
1989,-105
1990,417
1991,70
1992,-40
1993,-216
1994,637
1995,293
1996,421
1997,305
1998,376
1999,628
2000,-9
2001,-87
2002,36
2003,-295
2004,9
2005,-215
2006,-166
2007,-24
2008,130
2009,-129
2010,-61
2011,-188
2012,-166
2013,99
2014,186
2015,-301
2016,104
