year,A1,A2,A3
,label A1,label A2,label A3
1987,38,2018,230
1988,40,1950,270
1989,39,2075,243
1990,31,2026,226
1991,29,2098,254
1992,38,1970,223
1993,33,1944,257
1994,32,1975,268
1995,19,2155,175
1996,35,2029,258
1997,31,2179,238
1998,35,1956,225
1999,53,2098,388
2000,43,2068,320
2001,50,2011,303
2002,56,1928,366
2003,46,2084,303
2004,28,1939,184
2005,37,2049,237
2006,25,2135,184
2007,29,2093,203
2008,51,1967,319
2009,49,2332,327
2010,33,1955,240
2011,54,2099,388
2012,58,1917,330
2013,33,2207,199
2014,52,2010,347
2015,43,2104,262
2016,21,2106,196
2016
2017,49,1738,302
2018,65,2001,433
2019,62,1642,374
2020,60,1792,358
2021,47,1868,360
2022,76,1715,470
2023,75,1935,523
2024,40,1773,319
2025,42,1763,265
2026,53,2086,373
2027,56,1855,430
2028,76,1803,472
2029,69,1911,517
2030,65,1891,469
2031,76,1940,466
2032,70,1907,494
2033,79,1858,450
2034,66,1785,423
2035,58,1821,410
2036,72,1638,448
2037,61,1792,386
2038,71,1766,441
2039,72,1717,463
2040,67,1978,411
2041,41,1945,283
2042,72,1707,486
2043,86,1802,517
2044,60,1826,347
2045,59,1802,372
2046,63,1778,370

min,,1200
max,,2550
steps,,10
decimal



