year,F1,F3,M4
,label F1,label F3,label M4
1987,38,114,2
1988,40,114,5
1989,38,115,5
1990,37,114,3
1991,45,123,4
1992,29,108,1
1993,32,104,4
1994,35,109,5
1995,27,120,3
1996,35,119,2
1997,45,123,3
1998,32,112,3
1999,42,122,3
2000,55,115,3
2001,34,113,7
2002,19,113,3
2003,36,118,6
2004,37,107,2
2005,32,113,1
2006,53,117,2
2007,21,112,1
2008,31,106,3
2009,44,118,6
2010,37,115,3
2011,44,112,4
2012,45,116,3
2013,36,119,2
2014,27,121,3
2015,52,116,6
2016,31,118,3
2016
2017,30,100,7
2018,39,118,4
2019,18,100,3
2020,38,110,6
2021,30,111,4
2022,24,113,5
2023,31,113,4
2024,29,111,3
2025,26,110,7
2026,38,118,5
2027,22,112,6
2028,31,103,6
2029,27,110,6
2030,34,113,7
2031,41,109,4
2032,35,103,3
2033,38,112,4
2034,29,100,5
2035,25,110,7
2036,21,108,4
2037,29,107,6
2038,13,115,5
2039,25,107,7
2040,19,110,5
2041,31,117,3
2042,26,106,3
2043,34,118,3
2044,30,101,7
2045,47,108,6
2046,36,106,7

min,,70
max,,140
steps,,11
decimal


