year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.6,14.4,20.6,10.6
1988,7.7,14.9,19.2,10.0
1989,7.8,15.3,20.1,11.8
1990,9.4,15.2,20.9,9.2
1991,7.3,13.2,21.2,8.8
1992,6.3,14.8,20.3,9.7
1993,6.7,15.3,18.7,9.5
1994,8.6,14.8,20.6,11.7
1995,8.1,15.3,20.2,11.8
1996,7.8,15.6,18.8,10.0
1997,9.5,16.1,20.8,11.6
1998,9.1,15.2,20.0,9.3
1999,7.6,16.0,21.0,9.5
2000,7.9,16.1,19.9,11.1
2001,9.2,15.1,19.5,9.5
2002,9.1,15.3,18.8,11.7
2003,7.6,17.4,22.5,10.5
2004,7.5,15.5,20.6,10.3
2005,6.2,16.6,19.9,9.4
2006,7.0,16.7,21.4,11.9
2007,8.4,16.4,19.1,9.2
2008,8.9,15.5,19.3,9.5
2009,7.1,16.0,20.9,11.4
2010,6.4,15.2,20.3,9.3
2011,8.0,17.2,20.4,11.9
2012,6.6,15.9,20.5,11.2
2013,6.7,13.6,21.0,10.4
2014,8.6,15.9,19.6,11.8
2015,7.1,16.7,20.0,11.7
2016,8.6,15.2,20.8,10.3
