year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,32,0,-125,7,4,-321,41,5,63
1988,28,0,-95,7,7,-332,42,2,27
1989,14,1,-61,7,5,-231,40,4,97
1990,25,0,-103,6,15,-314,43,10,71
1991,25,0,-79,5,4,-320,52,6,33
1992,15,1,111,3,6,-59,65,8,58
1993,27,1,-86,5,5,-302,46,9,63
1994,23,1,-181,7,5,-393,51,8,49
1995,18,1,-42,5,6,-216,46,2,94
1996,23,0,-107,4,5,-303,44,9,27
1997,24,0,-57,6,3,-310,55,4,70
1998,15,2,-81,5,8,-217,41,8,59
1999,37,0,-174,7,5,-414,46,3,67
2000,32,0,-71,5,11,-240,33,5,110
2001,29,2,-132,6,7,-346,32,4,67
2002,39,0,-89,7,17,-293,26,14,91
2003,34,2,-179,9,7,-379,43,9,57
2004,16,0,26,2,0,-135,39,10,104
2005,25,0,-56,7,3,-232,41,11,54
2006,21,0,-60,6,4,-238,72,5,62
2007,9,1,-83,5,9,-277,61,15,63
2008,34,0,-52,7,14,-221,43,15,112
2009,30,2,-13,6,12,-218,39,16,57
2010,20,2,37,5,11,-142,60,8,73
2011,33,1,-115,7,18,-365,36,14,65
2012,42,1,-145,6,9,-330,23,5,49
2013,17,0,-58,4,3,-264,59,8,68
2014,27,1,-51,6,14,-210,48,3,73
2015,32,0,-165,9,1,-362,44,6,18
2016,24,0,-90,7,5,-332,38,9,42
2016
2017,21,0,-134,11,6,-363,40,0,50
2018,36,1,-163,5,17,-381,38,3,69
2019,48,0,-192,4,12,-342,22,1,99
2020,38,0,-161,9,3,-408,31,5,38
2021,32,0,-182,4,13,-454,41,2,80
2022,38,0,-131,6,15,-373,34,1,52
2023,39,1,-148,5,21,-421,38,5,46
2024,35,0,-192,7,7,-374,44,1,64
2025,26,0,-169,9,3,-366,45,4,23
2026,31,0,-167,6,7,-404,47,8,46
2027,42,0,-213,9,14,-515,35,5,45
2028,48,0,-186,6,11,-357,22,4,116
2029,46,0,-255,7,30,-539,39,7,44
2030,42,0,-189,8,13,-458,39,5,78
2031,31,0,-41,6,19,-292,44,5,71
2032,39,0,-84,4,26,-343,44,8,56
2033,41,0,-142,6,10,-330,27,0,151
2034,37,0,-91,7,16,-359,42,2,42
2035,34,0,-128,7,22,-337,44,0,80
2036,52,0,-208,8,10,-358,28,5,100
2037,36,0,-177,6,12,-418,38,2,66
2038,37,0,-57,7,19,-300,34,3,74
2039,37,0,-60,7,18,-339,46,0,56
2040,33,1,-146,7,13,-370,37,12,31
2041,28,0,-176,7,5,-347,40,2,66
2042,40,0,-147,6,23,-385,26,3,74
2043,44,0,-79,7,15,-309,40,0,138
2044,42,0,-210,10,11,-425,33,5,34
2045,46,0,-206,9,10,-400,26,3,48
2046,38,0,-172,10,9,-427,31,3,22

min,,0
max,,6
steps,,7
decimal
