year,annual-hydric-deficit
1987,110
1988,430
1989,35
1990,240
1991,175
1992,-15
1993,13
1994,-135
1995,-343
1996,-73
1997,-133
1998,-293
1999,-186
2000,-227
2001,-296
2002,-99
2003,-312
2004,-162
2005,-322
2006,-308
2007,-248
2008,-73
2009,-246
2010,-167
2011,-401
2012,-316
2013,422
2014,239
2015,-32
2016,30
