year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,791,640,-75,-386,142,12.9,4723,75,19.1,23
1988,594,652,-296,-402,38,13.1,4811,66,19.4,17
1989,866,620,23,-310,198,12.7,4657,63,20.3,24
1990,845,637,-16,-327,118,12.6,4614,56,18.5,25
1991,694,703,-285,-432,52,12.7,4650,75,20.0,32
1992,671,565,-127,-136,-4,12.8,4683,50,19.3,18
1993,691,715,-327,-429,67,13.2,4807,69,19.8,16
1994,575,714,-431,-439,44,12.9,4741,66,19.5,26
1995,876,626,38,-254,132,12.3,4490,55,18.7,17
1996,864,679,-106,-380,172,13.0,4747,77,19.8,32
1997,749,704,-214,-359,57,12.5,4582,71,19.8,26
1998,738,637,-132,-324,109,13.0,4747,64,19.3,28
1999,690,753,-362,-495,37,13.2,4820,106,21.1,25
2000,833,763,-215,-369,79,13.1,4802,75,20.6,36
2001,702,645,-174,-370,69,13.0,4736,77,19.7,24
2002,639,699,-294,-396,111,13.5,4951,87,20.7,25
2003,604,650,-283,-462,102,12.9,4729,75,19.9,34
2004,744,627,-134,-170,39,12.8,4666,50,18.4,23
2005,655,634,-218,-322,91,12.9,4719,66,19.7,22
2006,787,623,-76,-303,91,12.3,4513,63,19.1,34
2007,654,621,-197,-318,93,12.5,4557,47,19.3,22
2008,708,654,-182,-308,70,13.3,4855,81,20.1,30
2009,875,667,0,-305,180,12.3,4512,71,20.4,48
2010,772,595,-71,-183,55,12.9,4732,52,19.3,34
2011,651,678,-251,-403,93,13.1,4792,76,21.0,39
2012,634,691,-288,-358,30,13.5,4933,91,19.2,28
2013,723,615,-118,-310,152,12.2,4471,61,19.4,26
2014,701,630,-170,-267,29,13.3,4865,81,20.6,23
2015,570,666,-328,-471,61,12.8,4704,74,19.7,30
2016,812,651,-57,-354,171,12.5,4581,61,19.1,27
2016
2017,635,651,-255,-387,123,13.8,5047,72,20.2,8
2018,730,685,-184,-431,230,13.6,4953,97,21.8,28
2019,808,698,-123,-361,118,14.4,5243,90,19.9,5
2020,587,700,-339,-518,71,13.9,5080,94,20.8,20
2021,636,728,-386,-425,27,13.6,4967,79,20.7,13
2022,560,684,-367,-458,38,14.4,5242,101,21.0,10
2023,639,765,-410,-505,63,14.1,5135,113,22.3,17
2024,683,697,-298,-500,108,13.9,5090,84,20.2,10
2025,627,627,-232,-428,161,13.6,4972,73,19.4,9
2026,605,724,-429,-454,21,13.1,4807,86,20.6,31
2027,525,762,-531,-582,31,14.0,5108,106,21.2,8
2028,693,700,-237,-427,95,14.3,5224,106,21.4,10
2029,544,834,-601,-628,44,14.0,5099,101,21.7,16
2030,719,749,-320,-439,41,13.9,5096,102,21.0,17
2031,611,674,-297,-336,43,13.8,5034,102,22.4,25
2032,678,701,-261,-394,74,14.0,5109,105,22.2,22
2033,834,708,-102,-388,167,14.0,5131,111,21.8,19
2034,682,674,-243,-364,66,13.9,5076,93,20.6,8
2035,719,670,-181,-342,99,14.0,5093,87,21.3,6
2036,672,683,-250,-331,80,14.6,5326,110,20.9,10
2037,527,660,-371,-471,77,14.0,5115,85,20.6,13
2038,704,680,-206,-332,72,14.2,5172,98,21.1,15
2039,810,699,-119,-378,157,14.4,5274,102,22.0,10
2040,638,712,-297,-489,91,13.5,4938,99,21.7,21
2041,577,633,-280,-352,59,13.2,4824,76,19.7,14
2042,729,711,-216,-386,118,14.6,5325,100,22.1,10
2043,812,689,-113,-290,181,14.3,5217,105,22.1,18
2044,517,670,-394,-507,135,13.7,5033,89,20.4,10
2045,522,686,-409,-492,75,13.9,5105,104,20.2,22
2046,557,670,-351,-524,75,14.0,5096,92,20.2,15

min,300,500,,,,11,4000,40,18
max,900,1000,,,,17,6000,130,24
steps,11,11,,,,7,11,10,7
decimal



