year,annual-precipitations
1987,800
1988,930
1989,685
1990,792
1991,622
1992,753
1993,921
1994,1014
1995,894
1996,553
1997,662
1998,1031
1999,863
2000,848
2001,1071
2002,884
2003,694
2004,859
2005,765
2006,700
2007,1022
2008,817
2009,763
2010,804
2011,765
2012,839
2013,688
2014,656
2015,855
2016,658
