year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1284,13,-126,0
1988,1013,9,-48,3
1989,1029,11,-71,0
1990,1124,11,-53,1
1991,971,9,-189,3
1992,1171,10,-91,2
1993,1068,11,-242,4
1994,1158,11,-211,5
1995,1096,11,-168,3
1996,1058,10,-289,1
1997,967,10,-243,8
1998,1120,11,-109,0
1999,1074,10,-453,3
2000,1106,9,-230,2
2001,878,10,-32,5
2002,1266,12,-240,1
2003,999,11,-125,2
2004,1171,11,-96,3
2005,1087,11,-213,1
2006,1134,9,-142,2
2007,978,11,-213,5
2008,1051,12,-193,4
2009,934,11,-169,10
2010,915,10,44,16
2011,1093,11,-32,6
2012,1205,12,-83,7
2013,1123,12,-177,0
2014,952,10,-117,2
2015,830,10,-110,5
2016,1064,10,-134,7
2016
2017,1364,11,-198,5
2018,1081,11,-119,2
2019,1072,12,31,4
2020,1245,12,-106,4
2021,1342,11,-326,2
2022,1266,12,-195,3
2023,1178,10,-269,1
2024,1217,12,-222,1
2025,1341,12,-140,3
2026,1129,11,-241,6
2027,1303,12,-378,1
2028,1107,11,24,1
2029,1224,12,-344,0
2030,1211,11,-215,1
2031,1289,13,-106,2
2032,1261,11,-103,3
2033,1157,11,-174,0
2034,1172,11,-36,2
2035,1080,12,-23,1
2036,1396,13,-159,0
2037,1247,11,-220,2
2038,1366,12,-179,3
2039,1100,12,-234,0
2040,1254,12,-199,0
2041,1330,12,-82,0
2042,1288,12,-104,2
2043,1117,12,-149,1
2044,1268,13,-162,2
2045,1179,10,-185,0
2046,1248,11,-169,0
