year,annual-frozen-days
1987,82
1988,45
1989,31
1990,18
1991,51
1992,25
1993,62
1994,39
1995,49
1996,94
1997,55
1998,37
1999,33
2000,25
2001,61
2002,42
2003,71
2004,36
2005,36
2006,50
2007,22
2008,30
2009,43
2010,90
2011,43
2012,39
2013,58
2014,17
2015,22
2016,39
