year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,2,2,-41,2,0,-33,72,24,128
1988,4,0,-61,2,0,-39,66,19,118
1989,3,0,-4,3,0,-102,82,14,129
1990,3,0,-56,5,0,-67,74,20,218
1991,0,0,-98,5,0,-128,70,6,143
1992,3,0,-40,5,0,-112,58,29,135
1993,1,4,-112,3,0,-195,74,16,150
1994,6,2,-64,1,1,-148,64,18,93
1995,0,0,-20,3,0,-140,73,23,87
1996,0,4,-131,2,0,-248,73,5,129
1997,1,0,-79,6,0,-221,71,13,123
1998,4,0,-79,4,0,-35,81,19,179
1999,0,2,-125,5,0,-283,80,19,60
2000,12,4,-54,3,0,-123,68,9,95
2001,0,2,2,3,0,0,87,17,109
2002,7,0,-128,5,0,-197,58,23,111
2003,0,1,-61,2,0,-144,83,22,97
2004,1,2,-28,4,0,-81,71,11,164
2005,1,2,18,4,0,-149,80,12,34
2006,1,2,-20,6,0,-91,75,24,104
2007,2,0,-78,4,0,-184,82,24,64
2008,0,0,-85,2,0,-148,74,6,98
2009,1,0,-85,4,0,-122,82,29,120
2010,1,2,-42,2,0,51,74,16,199
2011,0,2,-36,3,0,-35,71,33,130
2012,9,1,-27,3,0,-110,78,6,144
2013,2,0,-28,6,0,-114,76,20,113
2014,4,3,-65,1,0,-56,83,30,107
2015,0,1,-49,6,0,-125,84,29,167
2016,1,3,-73,5,0,-117,69,11,99
2016
2017,9,1,-18,3,0,-160,62,7,54
2018,0,6,-49,2,0,-130,73,9,129
2019,5,5,31,3,0,-11,72,5,192
2020,4,6,29,1,0,-25,72,11,113
2021,9,0,-109,4,0,-294,59,8,139
2022,6,0,-120,2,0,-189,65,7,157
2023,9,1,-92,3,0,-243,79,11,146
2024,5,5,-89,1,0,-151,69,3,179
2025,10,0,-53,1,0,-139,59,18,113
2026,1,0,-75,1,0,-197,77,17,109
2027,1,5,-67,5,0,-245,78,2,74
2028,0,11,10,3,0,17,75,17,169
2029,5,1,-173,3,0,-275,65,8,89
2030,11,1,-65,0,0,-197,67,2,108
2031,3,0,-5,4,0,-74,74,12,164
2032,7,1,-17,2,0,-107,57,11,134
2033,0,4,-42,3,0,-108,82,21,138
2034,0,0,-37,1,0,-54,79,18,130
2035,2,0,-50,4,0,-72,71,6,183
2036,3,0,-42,4,0,-185,67,2,110
2037,5,2,-96,3,0,-139,55,15,115
2038,6,6,-84,1,0,-179,70,8,142
2039,0,8,-76,2,0,-180,82,13,112
2040,1,5,-50,5,0,-135,70,10,98
2041,5,4,-20,4,0,-70,64,19,150
2042,8,2,-91,2,0,-64,58,13,144
2043,2,1,-40,4,0,-100,77,6,100
2044,6,4,-117,3,0,-196,69,11,161
2045,3,1,-5,3,0,-134,70,7,95
2046,4,9,-94,7,0,-192,60,9,107
