year,annual-estival-days
1987,9
1988,6
1989,19
1990,18
1991,20
1992,26
1993,14
1994,22
1995,27
1996,16
1997,27
1998,10
1999,21
2000,11
2001,13
2002,16
2003,27
2004,12
2005,16
2006,33
2007,8
2008,16
2009,11
2010,17
2011,8
2012,13
2013,10
2014,16
2015,14
2016,14
