year,annual-hydric-deficit
1987,284
1988,364
1989,-33
1990,72
1991,-60
1992,72
1993,347
1994,390
1995,238
1996,-33
1997,87
1998,487
1999,284
2000,267
2001,472
2002,260
2003,-20
2004,184
2005,93
2006,-28
2007,348
2008,124
2009,77
2010,151
2011,100
2012,198
2013,39
2014,-61
2015,183
2016,-10
