year,annual-average-temperature
1987,7.9
1988,9.5
1989,10.5
1990,10.7
1991,9.4
1992,10.2
1993,8.9
1994,9.9
1995,9.7
1996,7.9
1997,9.7
1998,9.8
1999,10.4
2000,10.4
2001,9.8
2002,10.3
2003,10.0
2004,10.3
2005,10.5
2006,11.0
2007,11.1
2008,10.6
2009,10.2
2010,8.6
2011,10.3
2012,9.9
2013,9.6
2014,11.5
2015,10.6
2016,10.5
