year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1563,12,-264,0
1988,1480,12,-384,0
1989,1547,14,-358,2
1990,1532,14,-358,2
1991,1559,12,-422,0
1992,1586,11,-325,1
1993,1717,14,-513,0
1994,1584,13,-425,0
1995,1677,12,-407,2
1996,1746,13,-523,2
1997,1777,13,-433,2
1998,1519,13,-266,0
1999,1705,12,-499,0
2000,1414,12,-454,1
2001,1456,13,-335,0
2002,1555,12,-318,1
2003,1761,13,-360,1
2004,1405,13,-291,1
2005,1503,12,-362,0
2006,1519,11,-352,2
2007,1453,12,-369,0
2008,1625,12,-377,0
2009,1573,15,-406,3
2010,1659,12,-240,0
2011,1506,13,-374,0
2012,1532,13,-223,0
2013,1646,13,-337,0
2014,1603,13,-383,1
2015,1593,13,-283,0
2016,1345,11,-286,2
2016
2017,1722,13,-330,0
2018,1769,14,-372,1
2019,1888,13,-389,1
2020,1860,16,-458,0
2021,1846,15,-518,0
2022,1912,15,-461,1
2023,1618,14,-445,1
2024,2015,14,-746,1
2025,1945,14,-319,0
2026,1948,13,-672,0
2027,1727,15,-474,4
2028,1736,13,-385,0
2029,1731,14,-597,0
2030,1759,13,-490,0
2031,1801,13,-373,0
2032,1937,16,-399,0
2033,1723,14,-395,0
2034,1907,15,-521,0
2035,1918,15,-405,0
2036,1883,14,-387,3
2037,1743,16,-400,0
2038,1945,13,-487,0
2039,1970,14,-484,0
2040,1923,15,-482,0
2041,1902,14,-472,0
2042,1867,15,-467,0
2043,1953,15,-460,0
2044,1883,15,-398,0
2045,1658,14,-390,2
2046,1944,13,-382,0
