year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,825,602,10,-264,186,12.1,4416,39,18.4,16
1988,665,587,-155,-384,139,11.9,4333,29,17.4,20
1989,691,595,-127,-358,154,12.2,4472,32,18.7,21
1990,568,607,-261,-358,50,12.1,4461,25,18.7,24
1991,811,697,-210,-422,106,12.4,4544,27,18.5,19
1992,814,602,-30,-325,162,11.8,4321,33,18.5,38
1993,562,762,-572,-513,-13,12.6,4613,44,19.6,27
1994,620,721,-444,-425,-9,12.2,4503,29,18.7,26
1995,656,609,-176,-407,151,12.9,4710,31,18.4,21
1996,696,806,-479,-523,14,12.8,4656,46,19.2,18
1997,739,753,-341,-433,98,12.8,4660,62,20.3,15
1998,778,586,-37,-266,53,12.2,4483,28,18.5,27
1999,733,757,-348,-499,2,12.3,4523,40,19.3,41
2000,623,707,-396,-454,26,11.7,4269,20,17.8,32
2001,772,559,-16,-335,149,12.3,4515,23,17.9,21
2002,741,603,-91,-318,153,12.8,4675,44,18.7,13
2003,846,628,-28,-360,178,12.8,4682,43,19.4,28
2004,671,584,-168,-291,59,11.8,4313,19,18.6,20
2005,781,587,-19,-362,142,11.7,4302,31,18.7,32
2006,704,603,-122,-352,119,11.5,4219,29,18.3,35
2007,667,585,-157,-369,94,12.0,4397,29,18.5,22
2008,664,596,-165,-377,26,12.3,4522,33,19.0,29
2009,616,617,-227,-406,142,12.1,4404,28,18.8,34
2010,783,598,-63,-240,73,12.6,4597,39,18.9,24
2011,751,606,-93,-374,110,11.9,4347,22,18.0,22
2012,796,586,-17,-223,83,12.2,4443,34,18.9,23
2013,671,590,-154,-337,173,12.4,4546,37,19.3,25
2014,686,602,-159,-383,146,12.3,4492,42,19.2,15
2015,761,576,-43,-283,191,11.8,4311,17,18.3,32
2016,927,570,143,-286,224,11.6,4243,20,17.0,23
2016
2017,883,614,36,-330,197,13.0,4757,46,19.5,8
2018,678,629,-189,-372,93,12.7,4644,61,19.5,18
2019,1016,643,152,-389,357,13.6,4985,64,20.1,9
2020,596,672,-306,-458,137,13.3,4856,66,20.5,8
2021,759,750,-307,-518,90,12.9,4725,58,19.5,16
2022,697,654,-192,-461,206,13.0,4752,59,20.5,16
2023,776,764,-332,-445,76,12.8,4677,54,19.8,16
2024,565,836,-586,-746,46,13.1,4778,80,20.4,26
2025,772,657,-115,-319,128,13.5,4921,62,20.1,11
2026,560,870,-639,-672,-7,13.2,4828,70,19.9,15
2027,682,744,-373,-474,75,12.7,4656,47,19.9,29
2028,748,618,-96,-385,252,13.1,4795,46,19.1,7
2029,744,777,-394,-597,142,13.1,4800,49,19.9,9
2030,748,757,-362,-490,27,12.9,4698,54,19.7,19
2031,795,619,-54,-373,244,13.3,4856,46,19.4,8
2032,821,667,-83,-399,178,13.1,4808,72,21.2,35
2033,775,624,-81,-395,227,13.3,4842,31,19.3,12
2034,656,681,-284,-521,116,13.6,4963,62,20.5,13
2035,763,628,-101,-405,194,13.6,4979,44,19.7,19
2036,725,643,-149,-387,121,12.7,4657,53,20.5,24
2037,699,619,-161,-400,149,12.9,4715,52,19.7,20
2038,695,668,-215,-487,79,13.9,5090,66,19.7,15
2039,700,666,-196,-484,135,13.9,5080,61,20.0,4
2040,758,669,-154,-482,230,13.1,4795,59,19.9,29
2041,804,665,-75,-472,250,13.1,4783,62,19.3,13
2042,485,643,-393,-467,92,13.6,4950,62,20.3,17
2043,803,669,-111,-460,156,14.3,5234,75,20.5,6
2044,718,636,-147,-398,130,13.3,4876,47,19.9,11
2045,793,616,-45,-390,276,12.4,4522,36,19.0,17
2046,682,644,-196,-382,171,13.3,4848,68,20.1,23
