year,annual-frozen-days
1987,40
1988,11
1989,19
1990,15
1991,37
1992,25
1993,29
1994,13
1995,29
1996,35
1997,27
1998,38
1999,21
2000,20
2001,34
2002,9
2003,31
2004,38
2005,41
2006,42
2007,21
2008,29
2009,35
2010,55
2011,15
2012,32
2013,29
2014,10
2015,24
2016,16
