year,annual-precipitations
1987,716
1988,889
1989,778
1990,684
1991,696
1992,649
1993,689
1994,1081
1995,834
1996,690
1997,703
1998,862
1999,1186
2000,1190
2001,1075
2002,1012
2003,838
2004,735
2005,582
2006,965
2007,860
2008,998
2009,833
2010,725
2011,740
2012,867
2013,835
2014,1069
2015,789
2016,810
