year,annual-hydric-deficit
1987,-27
1988,150
1989,-140
1990,-147
1991,-37
1992,-171
1993,-113
1994,292
1995,-28
1996,-147
1997,-155
1998,85
1999,432
2000,441
2001,309
2002,217
2003,-68
2004,-89
2005,-297
2006,145
2007,98
2008,252
2009,5
2010,-102
2011,-70
2012,51
2013,29
2014,235
2015,-40
2016,-20
