year,annual-frozen-days
1987,42
1988,17
1989,18
1990,18
1991,29
1992,14
1993,13
1994,11
1995,17
1996,34
1997,17
1998,10
1999,12
2000,9
2001,23
2002,8
2003,13
2004,2
2005,5
2006,6
2007,8
2008,15
2009,19
2010,78
2011,6
2012,7
2013,12
2014,5
2015,8
2016,8
