year,F1,F3,M4
,label F1,label F3,label M4
1987,47,134,0
1988,31,125,0
1989,43,136,0
1990,46,135,0
1991,39,142,1
1992,47,128,0
1993,39,140,0
1994,50,139,0
1995,34,133,0
1996,54,139,2
1997,47,133,0
1998,46,135,1
1999,61,142,0
2000,53,132,0
2001,49,137,3
2002,52,141,0
2003,37,136,0
2004,65,140,0
2005,42,139,2
2006,44,139,1
2007,36,140,0
2008,46,135,1
2009,53,134,2
2010,62,129,1
2011,51,128,0
2012,35,134,0
2013,45,127,0
2014,49,137,1
2015,54,143,0
2016,57,135,0
2016
2017,35,133,1
2018,27,132,0
2019,41,134,0
2020,38,132,0
2021,29,134,1
2022,36,135,0
2023,31,127,1
2024,34,130,1
2025,31,129,0
2026,41,130,1
2027,51,140,0
2028,38,126,0
2029,30,134,0
2030,36,135,0
2031,34,133,1
2032,39,127,2
2033,50,141,0
2034,40,130,2
2035,43,134,0
2036,35,130,0
2037,44,134,1
2038,36,134,0
2039,34,120,0
2040,42,135,1
2041,37,129,0
2042,44,124,0
2043,33,134,1
2044,28,132,0
2045,32,133,1
2046,40,130,1
