year,annual-precipitations
1987,825
1988,955
1989,808
1990,980
1991,802
1992,861
1993,927
1994,835
1995,762
1996,832
1997,848
1998,884
1999,871
2000,919
2001,698
2002,1071
2003,681
2004,740
2005,708
2006,809
2007,746
2008,912
2009,874
2010,782
2011,1088
2012,1086
2013,1000
2014,1079
2015,1027
2016,867
