year,annual-estival-days
1987,0
1988,0
1989,5
1990,2
1991,0
1992,0
1993,0
1994,0
1995,10
1996,0
1997,0
1998,0
1999,3
2000,1
2001,0
2002,0
2003,3
2004,6
2005,6
2006,10
2007,0
2008,0
2009,1
2010,0
2011,0
2012,0
2013,3
2014,2
2015,0
2016,1
