year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,165,150,274,236
1988,309,119,315,212
1989,190,181,240,197
1990,273,216,179,312
1991,187,165,156,294
1992,214,169,285,193
1993,174,309,246,199
1994,278,141,215,201
1995,242,93,144,284
1996,262,190,144,237
1997,154,231,164,299
1998,167,220,214,284
1999,188,157,264,263
2000,157,196,183,383
2001,143,161,212,183
2002,232,290,174,375
2003,156,192,138,196
2004,181,143,202,214
2005,103,211,164,231
2006,153,149,280,226
2007,197,131,244,175
2008,263,81,352,215
2009,145,181,296,252
2010,190,111,276,205
2011,230,197,217,444
2012,179,281,309,317
2013,333,203,153,310
2014,371,163,165,380
2015,218,170,249,389
2016,307,199,217,144
