year,annual-hydric-deficit
1987,269
1988,359
1989,165
1990,355
1991,203
1992,236
1993,327
1994,215
1995,80
1996,221
1997,231
1998,268
1999,224
2000,271
2001,93
2002,472
2003,59
2004,-6
2005,-35
2006,72
2007,139
2008,308
2009,274
2010,240
2011,536
2012,559
2013,429
2014,508
2015,462
2016,303
