year,A1,A2,A3
,label A1,label A2,label A3
1987,2,2971,50
1988,9,2908,75
1989,13,2981,105
1990,5,3266,71
1991,7,2926,63
1992,12,2755,89
1993,4,3162,64
1994,17,3055,133
1995,3,2832,47
1996,6,3308,56
1997,5,3064,67
1998,29,3007,193
1999,13,3056,144
2000,13,2858,133
2001,27,3380,151
2002,12,3154,135
2003,20,3025,145
2004,26,2915,210
2005,11,2921,101
2006,8,2920,64
2007,20,2985,163
2008,1,3127,21
2009,2,2931,38
2010,12,3069,107
2011,13,2934,97
2012,9,3047,84
2013,19,2978,128
2014,25,3264,177
2015,6,3193,73
2016,8,3163,72
2016
2017,13,2659,96
2018,22,2780,171
2019,31,2784,204
2020,26,2623,166
2021,5,2974,59
2022,29,2667,191
2023,20,2671,182
2024,20,2507,210
2025,26,2772,201
2026,7,2998,91
2027,19,2467,189
2028,37,2454,223
2029,21,2730,184
2030,22,2387,200
2031,16,2884,104
2032,13,2602,102
2033,35,2693,239
2034,37,2569,249
2035,21,2824,174
2036,13,2701,113
2037,36,2599,261
2038,7,2561,52
2039,22,2893,166
2040,12,2687,92
2041,18,2688,102
2042,23,2983,217
2043,37,2572,256
2044,28,2806,195
2045,27,2769,197
2046,19,2869,136
