year,annual-hydric-deficit
1987,328
1988,284
1989,88
1990,15
1991,-193
1992,122
1993,166
1994,157
1995,0
1996,-199
1997,-30
1998,192
1999,151
2000,325
2001,247
2002,243
2003,-255
2004,-68
2005,-127
2006,-15
2007,21
2008,52
2009,119
2010,146
2011,-103
2012,102
2013,174
2014,161
2015,-152
2016,82
