year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,624,599,-159,-324,82,9.2,3421,22,16.4,77
1988,672,557,-62,-175,80,9.3,3506,23,16.3,84
1989,650,604,-146,-278,60,9.3,3531,29,17.3,77
1990,721,604,-51,-273,153,8.3,3272,28,15.5,99
1991,754,646,-120,-252,116,9.2,3397,18,15.1,67
1992,614,579,-165,-286,76,10.0,3713,25,16.1,69
1993,701,693,-257,-366,56,8.8,3380,21,16.7,104
1994,860,697,-87,-288,43,9.3,3545,41,17.2,79
1995,750,557,2,-215,99,9.3,3482,18,15.4,75
1996,649,687,-289,-431,62,8.1,3153,13,15.5,91
1997,806,654,-85,-264,111,8.9,3286,18,15.7,77
1998,773,591,-13,-213,64,9.8,3682,44,18.5,87
1999,703,737,-307,-354,-4,9.4,3635,39,17.4,90
2000,585,721,-373,-413,-17,10.1,3820,40,18.5,71
2001,693,596,-75,-249,118,8.7,3278,38,17.9,113
2002,847,586,93,-159,154,8.7,3308,35,15.6,111
2003,688,600,-87,-244,105,9.7,3636,42,18.2,83
2004,846,660,5,-203,104,10.1,3798,50,17.4,71
2005,861,587,93,-199,185,9.4,3552,22,16.5,63
2006,778,597,-4,-215,98,9.5,3575,20,16.6,76
2007,769,630,-42,-211,107,9.6,3604,42,17.7,85
2008,732,524,39,-79,55,8.2,3175,9,14.2,92
2009,640,553,-98,-258,81,9.2,3481,12,15.7,63
2010,742,591,-38,-204,86,9.2,3512,30,16.8,90
2011,633,604,-153,-287,29,9.4,3508,28,16.8,77
2012,717,597,-57,-235,151,9.2,3497,26,16.8,87
2013,734,594,-46,-217,66,9.6,3580,34,17.7,92
2014,761,612,-25,-274,122,9.0,3483,45,17.9,102
2015,763,602,-18,-229,122,8.6,3381,29,16.1,109
2016,808,528,110,-165,220,8.4,3227,13,15.7,87
2016
2017,577,595,-219,-309,34,10.2,3765,31,16.7,60
2018,708,635,-125,-250,100,10.2,3768,48,17.3,78
2019,839,665,4,-214,134,10.4,3887,49,17.0,77
2020,616,623,-202,-345,105,10.6,3923,39,17.3,67
2021,630,685,-283,-383,33,9.3,3564,20,16.7,97
2022,742,623,-70,-205,107,10.8,3973,47,18.4,52
2023,808,761,-236,-352,41,10.6,3921,44,17.9,76
2024,723,743,-293,-374,57,10.9,4043,46,17.9,47
2025,689,632,-127,-321,118,10.7,4002,56,18.8,73
2026,648,701,-330,-356,-26,9.5,3567,28,16.9,89
2027,659,713,-310,-336,6,11.4,4183,51,19.4,46
2028,785,639,-41,-265,161,11.5,4216,62,18.1,45
2029,693,745,-343,-374,6,10.3,3788,38,16.0,63
2030,766,731,-217,-344,92,11.6,4265,47,18.3,51
2031,580,571,-174,-298,114,9.5,3542,32,15.9,79
2032,706,580,-63,-228,79,10.2,3786,32,16.6,61
2033,463,642,-373,-429,42,10.9,4011,53,18.7,60
2034,904,663,34,-236,133,11.3,4205,57,19.3,62
2035,562,617,-236,-380,129,9.9,3643,39,17.7,61
2036,719,636,-98,-409,167,10.2,3832,30,17.3,58
2037,713,689,-153,-404,155,11.3,4172,65,19.4,60
2038,704,608,-103,-163,42,10.5,3854,25,16.6,62
2039,676,602,-115,-285,130,10.0,3756,43,18.1,77
2040,604,611,-197,-312,72,9.9,3676,26,16.3,76
2041,688,590,-92,-302,144,10.0,3679,28,16.9,54
2042,674,672,-177,-343,113,10.2,3789,54,19.0,81
2043,617,669,-245,-329,55,11.2,4163,62,18.9,62
2044,618,626,-193,-355,134,10.3,3947,50,17.3,66
2045,755,631,-57,-226,118,10.6,3926,58,18.6,66
2046,733,615,-61,-274,163,9.7,3651,39,17.7,73
