year,annual-estival-days
1987,20
1988,24
1989,41
1990,35
1991,45
1992,39
1993,34
1994,44
1995,43
1996,27
1997,39
1998,26
1999,42
2000,30
2001,36
2002,27
2003,75
2004,43
2005,50
2006,59
2007,45
2008,40
2009,36
2010,37
2011,30
2012,31
2013,40
2014,26
2015,49
2016,37
