year,A1,A2,A3
,label A1,label A2,label A3
1987,9,3558,103
1988,11,3392,87
1989,37,3507,251
1990,12,3003,79
1991,15,3481,112
1992,11,3286,97
1993,10,3448,97
1994,17,3413,145
1995,23,3226,168
1996,24,3411,168
1997,6,3517,65
1998,12,3040,88
1999,6,3180,74
2000,15,3334,105
2001,16,3282,98
2002,17,3212,101
2003,9,3320,93
2004,17,3554,132
2005,19,3459,132
2006,32,3167,188
2007,22,3342,168
2008,12,3187,113
2009,16,3238,135
2010,19,3262,132
2011,15,3209,135
2012,24,3146,172
2013,18,3491,121
2014,11,3497,75
2015,5,3293,68
2016,10,3102,90
2016
2017,15,3237,110
2018,25,2739,168
2019,43,3036,257
2020,19,3124,152
2021,18,2710,150
2022,31,2983,153
2023,18,3110,155
2024,21,3275,173
2025,15,3107,119
2026,28,2961,194
2027,15,2926,129
2028,21,2898,139
2029,9,2831,110
2030,18,3001,183
2031,23,3008,150
2032,18,3349,122
2033,3,3234,47
2034,27,2996,191
2035,21,3000,177
2036,38,3336,222
2037,22,3210,167
2038,12,3078,100
2039,23,3058,139
2040,18,3095,123
2041,14,2904,102
2042,9,2802,63
2043,20,3047,147
2044,15,3059,103
2045,14,2793,98
2046,16,3114,129
