year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,101,151,0
1988,82,143,0
1989,87,148,0
1990,80,135,0
1991,100,151,0
1992,91,147,1
1993,85,149,1
1994,68,139,1
1995,92,144,0
1996,96,147,0
1997,96,149,0
1998,78,137,1
1999,70,137,0
2000,85,141,0
2001,83,154,0
2002,76,147,0
2003,92,146,1
2004,91,149,0
2005,91,135,0
2006,77,132,0
2007,96,151,0
2008,95,145,0
2009,79,137,2
2010,99,145,0
2011,71,141,0
2012,83,136,0
2013,86,140,0
2014,78,135,0
2015,81,142,0
2016,60,130,1
2016
2017,99,152,0
2018,29,135,0
2019,81,144,0
2020,90,145,0
2021,54,132,0
2022,90,144,0
2023,89,143,0
2024,97,144,1
2025,84,137,0
2026,80,136,0
2027,74,146,0
2028,74,139,1
2029,74,129,0
2030,76,133,0
2031,81,145,0
2032,102,158,0
2033,99,145,0
2034,69,139,0
2035,75,139,1
2036,97,153,0
2037,96,148,0
2038,93,139,0
2039,71,137,0
2040,95,150,0
2041,67,138,1
2042,72,133,0
2043,71,141,1
2044,86,134,0
2045,83,142,0
2046,83,141,2

min,,90,0
max,,190,6
steps,,11,7
decimal
