year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,46,-65,-79,55
1988,89,-186,-108,44
1989,-61,-192,-263,15
1990,-57,-196,-182,25
1991,-33,-80,-158,53
1992,33,-274,-238,33
1993,10,-187,-72,75
1994,59,-154,-123,37
1995,24,-91,-137,2
1996,-3,-130,27,-26
1997,-28,-119,-71,61
1998,10,-192,-114,58
1999,17,-70,-222,35
2000,33,-220,13,53
2001,13,-63,30,-5
2002,20,-124,-35,60
2003,-23,-256,-205,44
2004,19,-189,-217,50
2005,-10,-152,-203,35
2006,4,-186,-184,48
2007,66,-226,-92,27
2008,49,-263,-189,33
2009,9,-159,-110,73
2010,12,-56,-97,96
2011,-13,-220,-143,-24
2012,-2,-178,-193,26
2013,65,-59,-158,-9
2014,-6,-145,-75,-11
2015,-34,-245,-330,15
2016,56,-192,-108,104
