year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1490,10,-224,6
1988,1327,9,-360,4
1989,1625,9,-424,16
1990,1296,8,-173,7
1991,1292,10,-476,10
1992,1388,10,-318,11
1993,1285,9,-394,10
1994,1315,10,-484,8
1995,1458,9,-249,8
1996,1576,13,-509,1
1997,1296,11,-378,7
1998,1337,9,-365,4
1999,1338,9,-444,5
2000,1252,7,-387,4
2001,1258,10,-205,8
2002,1200,8,-337,8
2003,1265,9,-247,7
2004,1389,11,-263,10
2005,1520,9,-324,1
2006,1642,8,-344,3
2007,1470,9,-366,13
2008,1442,11,-167,2
2009,1448,9,-376,7
2010,1428,8,-342,5
2011,1444,11,-285,12
2012,1626,11,-396,2
2013,1354,8,-238,1
2014,1251,8,-360,3
2015,1363,10,-90,9
2016,1368,9,-246,3
2016
2017,1329,9,-292,2
2018,1617,11,-342,5
2019,1745,11,-411,9
2020,1537,11,-312,6
2021,1519,10,-400,4
2022,1449,11,-135,4
2023,1600,12,-379,1
2024,1619,10,-507,2
2025,1526,11,-259,5
2026,1613,10,-457,3
2027,1470,9,-306,4
2028,1392,8,-298,10
2029,1457,8,-477,2
2030,1629,10,-507,0
2031,1288,9,-152,5
2032,1377,11,-303,5
2033,1262,11,-190,9
2034,1467,10,-370,3
2035,1428,10,-272,3
2036,1408,7,-344,10
2037,1506,13,-281,10
2038,1560,11,-235,1
2039,1361,9,-342,4
2040,1353,10,-205,3
2041,1407,10,-263,6
2042,1320,9,-267,3
2043,1456,9,-296,2
2044,1501,10,-348,5
2045,1366,11,-314,2
2046,1441,12,-319,2

min,,4
max,,17
steps,,8
decimal
