year,annual-estival-days
1987,10
1988,28
1989,42
1990,28
1991,32
1992,51
1993,26
1994,37
1995,51
1996,30
1997,35
1998,33
1999,46
2000,37
2001,32
2002,62
2003,58
2004,34
2005,45
2006,49
2007,47
2008,47
2009,38
2010,41
2011,43
2012,52
2013,41
2014,41
2015,52
2016,56

min,16
max,130
steps,9
decimal
