year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,17,36,-102,6,8,-187,56,45,198
1988,16,26,-121,3,7,-288,58,40,59
1989,28,32,-136,4,23,-334,49,50,53
1990,5,23,-104,4,10,-156,60,35,201
1991,9,42,-173,4,11,-358,67,29,96
1992,12,42,-95,4,12,-247,38,26,63
1993,24,35,-137,5,4,-298,54,35,87
1994,16,39,-154,4,18,-361,67,44,65
1995,24,27,-116,4,9,-163,42,29,165
1996,15,28,-157,2,10,-351,51,46,65
1997,7,26,-110,4,3,-297,61,41,112
1998,15,35,-140,2,4,-285,46,23,56
1999,6,21,-136,2,4,-334,58,31,87
2000,16,37,-86,4,11,-281,68,33,99
2001,10,20,-58,4,8,-135,63,32,141
2002,10,23,-123,6,11,-256,75,30,107
2003,16,30,-45,6,10,-189,63,33,96
2004,4,39,-13,2,13,-148,74,49,79
2005,17,30,-98,4,12,-231,48,51,93
2006,23,21,-102,3,19,-267,45,43,97
2007,21,42,-171,2,17,-288,52,33,83
2008,20,24,-57,0,3,-102,47,38,154
2009,21,24,-141,5,11,-313,55,40,64
2010,11,30,-115,1,17,-261,56,39,71
2011,20,9,-61,4,15,-182,59,48,100
2012,16,36,-100,3,22,-262,52,24,46
2013,21,25,-66,3,10,-151,57,66,133
2014,9,42,-160,5,7,-289,44,50,92
2015,12,31,-62,1,1,-3,64,34,218
2016,17,6,-91,6,6,-186,51,42,117
2016
2017,13,33,-104,3,8,-203,59,34,75
2018,20,22,-128,5,13,-249,48,26,105
2019,34,24,-163,5,14,-329,41,24,45
2020,13,35,-44,4,13,-205,62,35,47
2021,25,16,-144,3,9,-277,52,25,89
2022,20,30,-81,1,11,-94,59,22,137
2023,24,30,-124,2,11,-262,51,29,105
2024,19,33,-209,4,15,-414,45,44,69
2025,13,26,-163,7,4,-210,39,30,173
2026,19,28,-181,2,21,-342,52,27,119
2027,18,20,-91,2,11,-215,50,26,146
2028,15,24,-77,5,11,-192,42,26,83
2029,17,23,-157,4,8,-336,44,26,73
2030,27,22,-244,4,9,-378,50,29,94
2031,14,26,-82,4,19,-108,64,21,151
2032,14,36,-72,5,11,-225,69,39,82
2033,8,35,-85,2,2,-143,55,29,85
2034,19,27,-143,5,21,-271,66,22,107
2035,14,28,-92,4,14,-181,61,26,136
2036,30,33,-165,4,22,-305,46,34,86
2037,28,32,-75,3,6,-170,49,22,96
2038,17,30,-71,2,3,-145,42,23,90
2039,17,17,-81,5,16,-294,58,37,63
2040,23,29,-38,2,5,-142,53,22,106
2041,13,20,-100,5,6,-190,54,28,121
2042,6,17,-97,1,4,-202,55,30,80
2043,15,12,-44,2,12,-213,57,36,70
2044,12,31,-112,6,3,-288,48,35,65
2045,11,20,-78,4,9,-229,63,11,88
2046,10,24,-53,7,8,-227,60,33,60

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
