year,annual-precipitations
1987,606
1988,582
1989,289
1990,398
1991,478
1992,374
1993,550
1994,567
1995,496
1996,496
1997,533
1998,471
1999,483
2000,600
2001,620
2002,630
2003,327
2004,434
2005,458
2006,476
2007,559
2008,426
2009,572
2010,655
2011,402
2012,430
2013,550
2014,527
2015,270
2016,606

min,300
max,2000
steps,10
decimal
