year,annual-precipitations
1987,716
1988,889
1989,778
1990,670
1991,696
1992,649
1993,689
1994,1001
1995,784
1996,650
1997,629
1998,829
1999,968
2000,967
2001,915
2002,912
2003,736
2004,664
2005,558
2006,928
2007,810
2008,869
2009,909
2010,709
2011,643
2012,847
2013,882
2014,918
2015,769
2016,725
