year,annual-hydric-deficit
1987,-35
1988,164
1989,-174
1990,-170
1991,-14
1992,-98
1993,-54
1994,227
1995,-39
1996,-177
1997,-218
1998,62
1999,190
2000,200
2001,122
2002,117
2003,-170
2004,-167
2005,-301
2006,123
2007,68
2008,124
2009,91
2010,-119
2011,-182
2012,53
2013,66
2014,86
2015,-65
2016,-77
