year,A1,A2,A3
,label A1,label A2,label A3
1987,28,2199,168
1988,39,1942,231
1989,23,2202,142
1990,28,2116,196
1991,11,2200,128
1992,13,1994,85
1993,17,2179,151
1994,16,2219,148
1995,19,2049,120
1996,17,2171,153
1997,25,1990,202
1998,21,1990,116
1999,19,2207,152
2000,30,2045,251
2001,15,2049,92
2002,25,1862,157
2003,26,2308,167
2004,8,2210,82
2005,9,2394,83
2006,23,2191,160
2007,17,2214,112
2008,11,2244,103
2009,13,2449,110
2010,23,2199,165
2011,29,2107,193
2012,40,2037,215
2013,27,2332,175
2014,37,2102,236
2015,20,2052,156
2016,15,2168,107
2016
2017,38,2006,260
2018,70,1814,406
2019,48,1819,303
2020,29,2017,194
2021,32,1887,247
2022,55,2036,291
2023,27,1913,232
2024,21,1902,209
2025,56,1754,339
2026,33,2000,252
2027,40,1767,249
2028,39,1906,245
2029,23,2047,199
2030,20,1965,187
2031,59,1931,339
2032,27,1805,200
2033,23,2068,139
2034,44,1823,284
2035,43,1722,274
2036,43,2003,239
2037,63,2009,344
2038,27,1959,194
2039,50,1583,315
2040,68,2045,389
2041,42,2065,246
2042,33,2132,185
2043,43,1991,247
2044,55,2011,304
2045,50,1877,302
2046,53,2170,328

min,,1600
max,,3200
steps,,9
decimal
