year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,14,0,-120,6,2,-325,66,6,113
1988,15,0,-97,6,4,-287,61,12,133
1989,11,3,-32,4,1,-238,66,10,75
1990,13,0,-149,8,4,-290,56,9,117
1991,7,1,-150,6,0,-382,57,12,53
1992,14,0,-69,6,0,-140,55,10,143
1993,9,0,-130,7,0,-291,66,15,162
1994,11,0,-85,4,1,-340,67,8,67
1995,4,0,-111,4,1,-194,59,1,91
1996,10,0,-169,7,2,-364,55,8,92
1997,25,0,-63,5,1,-260,56,9,159
1998,1,0,-68,4,0,-141,57,8,63
1999,10,0,-186,5,2,-381,58,8,106
2000,12,0,-140,6,7,-403,53,3,82
2001,9,0,-55,3,0,-198,59,8,134
2002,5,0,-20,6,2,-211,69,5,65
2003,13,2,-72,5,3,-120,69,5,150
2004,7,0,-96,1,1,-199,60,10,103
2005,9,2,-98,4,0,-145,51,14,102
2006,8,0,-125,8,3,-290,61,14,81
2007,18,0,-35,6,2,-181,58,6,88
2008,10,0,-103,6,0,-176,68,14,63
2009,10,0,-79,7,0,-276,57,21,82
2010,22,1,-112,6,4,-336,50,13,77
2011,12,1,-170,8,5,-393,47,10,66
2012,12,0,-72,7,1,-303,65,12,95
2013,16,0,-97,5,2,-300,59,16,48
2014,14,0,4,3,1,-91,67,8,115
2015,16,0,-187,9,4,-403,46,13,124
2016,5,0,-60,4,0,-197,73,15,93
2016
2017,19,0,-112,5,5,-233,50,1,145
2018,34,0,-126,7,4,-359,37,4,54
2019,27,0,-136,3,3,-349,45,0,41
2020,21,0,-100,5,0,-245,61,12,121
2021,25,0,-207,5,0,-467,43,3,72
2022,23,0,-107,5,0,-319,44,12,23
2023,19,0,-215,7,3,-451,41,2,81
2024,20,0,-192,7,1,-442,48,5,89
2025,27,0,-129,6,7,-322,56,1,72
2026,17,0,-123,4,5,-317,52,5,117
2027,19,1,-180,5,0,-328,44,2,152
2028,39,0,-154,7,3,-359,41,2,83
2029,17,0,-205,4,1,-404,41,16,71
2030,14,0,-227,5,0,-438,43,1,182
2031,21,0,-155,7,0,-320,54,4,112
2032,25,0,-118,5,0,-217,49,0,193
2033,16,1,-113,3,0,-242,56,9,81
2034,24,0,-180,7,7,-460,36,6,70
2035,24,0,-91,6,2,-261,45,6,125
2036,14,0,-123,5,1,-287,56,9,120
2037,30,0,-123,6,2,-358,38,7,61
2038,21,0,-175,4,0,-370,41,12,90
2039,20,0,-136,7,2,-307,43,3,124
2040,31,0,-137,7,11,-290,47,8,135
2041,29,0,-181,7,1,-387,44,0,62
2042,15,1,-185,8,0,-323,47,9,116
2043,28,0,-150,5,0,-354,52,6,30
2044,23,0,-152,4,3,-260,49,7,125
2045,11,0,-137,5,3,-280,59,1,82
2046,20,0,-127,6,7,-337,53,8,78

min,,,,0
max,,,,14
steps,,,,8
decimal
