year,annual-frozen-days
1987,48
1988,16
1989,22
1990,19
1991,42
1992,30
1993,32
1994,18
1995,29
1996,35
1997,22
1998,34
1999,24
2000,21
2001,33
2002,8
2003,32
2004,36
2005,42
2006,43
2007,24
2008,29
2009,34
2010,55
2011,10
2012,29
2013,25
2014,8
2015,22
2016,14
