year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1019,6,-260,8
1988,895,6,-257,5
1989,1005,5,-208,0
1990,939,5,-197,2
1991,1062,9,-351,2
1992,1102,4,-189,3
1993,1139,7,-382,2
1994,932,7,-276,3
1995,1118,7,-305,2
1996,828,5,-264,4
1997,1061,7,-215,2
1998,872,6,-223,5
1999,1157,6,-356,0
2000,1003,6,-241,0
2001,911,6,-202,12
2002,963,5,-153,15
2003,924,7,-146,4
2004,1108,9,-299,5
2005,920,5,-248,3
2006,1075,8,-320,3
2007,965,9,-162,10
2008,1026,7,-195,10
2009,1022,6,-196,5
2010,1208,10,-337,1
2011,915,5,-101,0
2012,1147,7,-285,0
2013,879,5,-126,0
2014,1100,7,-264,6
2015,1065,4,-170,5
2016,962,8,-123,4
2016
2017,1080,7,-173,6
2018,1106,7,-198,7
2019,1128,7,-199,2
2020,1162,7,-358,1
2021,1086,5,-431,2
2022,1109,8,-38,0
2023,1088,8,-240,0
2024,1069,6,-316,1
2025,880,7,-133,2
2026,1256,8,-302,0
2027,1325,6,-229,3
2028,1023,6,-153,1
2029,1190,4,-303,0
2030,1359,9,-274,0
2031,1101,8,-222,0
2032,1057,7,-138,0
2033,1182,7,-230,1
2034,1113,8,-255,2
2035,1207,9,-159,0
2036,1084,7,-159,1
2037,1090,9,-230,1
2038,1135,6,-160,2
2039,1135,7,-146,3
2040,1043,8,-281,5
2041,1088,8,-235,0
2042,1401,8,-184,0
2043,1078,8,-278,2
2044,1241,7,-256,0
2045,980,6,-174,4
2046,1220,10,-251,3

min,600,2
max,1500,14
steps,7,7
decimal
