year,annual-estival-days
1987,3
1988,8
1989,21
1990,9
1991,14
1992,18
1993,3
1994,17
1995,21
1996,4
1997,32
1998,0
1999,9
2000,1
2001,13
2002,14
2003,12
2004,8
2005,9
2006,26
2007,13
2008,21
2009,13
2010,12
2011,19
2012,4
2013,14
2014,29
2015,5
2016,4
