year,F1,F3,M4
,label F1,label F3,label M4
1987,108,159,1
1988,111,165,1
1989,124,167,4
1990,125,168,3
1991,130,175,2
1992,118,164,2
1993,123,164,4
1994,121,166,4
1995,110,162,2
1996,109,161,1
1997,116,162,1
1998,124,169,4
1999,123,168,2
2000,118,162,2
2001,118,171,3
2002,138,175,2
2003,118,168,3
2004,110,161,4
2005,126,170,3
2006,120,166,4
2007,131,174,3
2008,136,175,2
2009,120,167,1
2010,123,168,2
2011,121,169,2
2012,127,170,1
2013,114,163,1
2014,108,159,2
2015,125,169,1
2016,114,167,1
2016
2017,113,163,1
2018,120,165,2
2019,118,165,1
2020,115,162,3
2021,101,167,4
2022,119,162,1
2023,117,162,1
2024,101,154,1
2025,122,173,2
2026,115,158,1
2027,112,158,2
2028,110,160,1
2029,105,151,0
2030,104,157,1
2031,108,163,3
2032,119,163,1
2033,117,159,1
2034,115,164,0
2035,111,155,1
2036,119,164,1
2037,111,163,2
2038,104,159,1
2039,105,153,0
2040,117,166,1
2041,94,153,2
2042,101,143,1
2043,113,161,4
2044,112,156,0
2045,122,165,0
2046,114,160,4
