year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,622,540,-21,-260,129,5.5,2628,23,14.0,149
1988,505,535,-124,-257,82,4.5,2482,13,13.2,153
1989,522,523,-95,-208,65,4.7,2430,10,13.6,159
1990,625,531,-8,-197,128,5.2,2498,11,13.2,154
1991,505,612,-256,-351,49,5.1,2531,15,15.2,160
1992,552,538,-89,-189,102,4.8,2527,20,14.3,162
1993,524,631,-262,-382,77,5.9,2643,20,14.5,149
1994,553,608,-200,-276,50,4.5,2430,4,13.4,158
1995,460,543,-187,-305,61,4.8,2620,18,14.7,154
1996,564,635,-215,-264,5,4.9,2446,2,12.3,157
1997,601,611,-148,-215,17,5.0,2504,10,14.0,165
1998,512,504,-84,-223,77,4.1,2296,12,12.9,169
1999,543,651,-279,-356,25,5.4,2622,20,14.8,166
2000,717,619,-45,-241,122,4.8,2483,15,14.0,162
2001,467,502,-131,-202,17,4.7,2377,9,13.9,170
2002,579,536,-51,-153,83,4.4,2335,22,13.6,179
2003,540,523,-84,-146,19,4.8,2387,9,13.9,167
2004,447,564,-217,-299,46,4.6,2569,19,15.1,174
2005,441,513,-169,-248,53,4.3,2388,6,13.4,164
2006,514,563,-143,-320,94,4.6,2502,15,14.2,160
2007,605,528,-22,-162,60,4.7,2421,9,14.1,161
2008,549,540,-81,-195,52,4.3,2353,14,14.6,186
2009,568,535,-60,-196,94,4.8,2488,12,14.4,156
2010,411,560,-247,-337,42,5.2,2628,15,16.1,164
2011,641,511,38,-101,102,4.2,2386,8,13.7,153
2012,485,550,-158,-285,61,5.1,2570,18,14.9,161
2013,657,529,36,-126,104,4.5,2368,9,13.2,150
2014,526,566,-142,-264,47,5.5,2692,22,15.0,142
2015,635,525,12,-170,110,4.5,2412,20,13.9,176
2016,694,532,69,-123,107,4.5,2427,6,14.2,165
2016
2017,572,554,-88,-173,97,5.6,2662,25,14.1,140
2018,585,524,-48,-198,90,6.5,2899,11,15.1,132
2019,581,540,-57,-199,97,5.8,2628,13,15.0,149
2020,474,579,-208,-358,121,5.9,2772,21,14.8,141
2021,437,646,-368,-431,64,6.2,2723,26,13.7,140
2022,706,536,66,-38,70,5.8,2689,11,14.9,138
2023,667,631,-114,-240,98,5.5,2590,10,14.3,148
2024,587,661,-215,-316,67,5.7,2668,8,14.1,139
2025,645,476,73,-133,135,4.4,2451,9,14.4,143
2026,556,655,-252,-302,47,6.4,2891,27,15.1,133
2027,731,661,-71,-229,111,5.7,2922,35,14.6,141
2028,589,533,-46,-153,77,6.4,2761,13,14.1,130
2029,599,662,-238,-303,46,6.7,2950,16,14.0,128
2030,540,635,-254,-274,23,7.7,3176,30,16.5,118
2031,580,531,-53,-222,114,6.5,2826,16,15.1,122
2032,623,517,2,-138,134,6.1,2689,11,14.6,131
2033,581,563,-93,-230,113,6.5,2866,14,14.7,137
2034,540,560,-132,-255,65,5.8,2767,17,14.9,144
2035,610,563,-51,-159,98,6.0,2873,14,15.1,133
2036,575,541,-75,-159,65,6.4,2777,15,14.6,137
2037,622,546,-23,-230,116,5.4,2600,11,14.8,150
2038,732,557,65,-160,156,6.5,2887,23,14.0,124
2039,596,540,-56,-146,58,6.4,2842,17,15.5,141
2040,474,540,-170,-281,60,5.2,2604,8,14.6,153
2041,566,553,-97,-235,58,6.8,2905,13,14.7,111
2042,606,589,-99,-184,45,7.6,3192,31,15.4,120
2043,494,548,-159,-278,84,6.1,2719,9,14.8,142
2044,510,566,-159,-256,47,6.2,2895,20,14.5,128
2045,662,535,22,-174,140,6.1,2606,8,13.5,145
2046,556,575,-117,-251,94,6.2,2834,17,15.3,147
