year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,17,0,-193,3,0,-267,35,48,38
1988,11,0,-174,3,0,-235,39,51,83
1989,6,0,-164,3,0,-182,39,52,89
1990,8,1,-182,2,0,-186,41,45,83
1991,13,4,-221,3,0,-324,43,48,48
1992,15,0,-94,5,1,-202,31,57,27
1993,17,1,-249,5,0,-360,27,42,53
1994,4,1,-235,2,0,-291,41,51,48
1995,12,4,-207,5,0,-279,32,51,25
1996,2,0,-151,3,0,-190,41,57,57
1997,8,0,-171,4,0,-200,31,69,68
1998,8,1,-127,3,0,-187,42,65,47
1999,20,5,-218,4,0,-308,33,59,72
2000,14,2,-163,3,0,-224,46,61,71
2001,8,9,-148,3,0,-173,41,60,80
2002,16,6,-163,2,1,-199,33,54,78
2003,8,0,-135,1,0,-154,42,64,107
2004,19,1,-197,3,1,-233,36,72,77
2005,5,3,-183,3,0,-220,34,59,36
2006,14,0,-204,2,0,-285,33,58,66
2007,6,9,-104,4,0,-170,40,48,56
2008,14,5,-117,2,0,-228,35,63,52
2009,9,2,-142,4,0,-156,47,54,60
2010,12,0,-209,4,2,-306,41,59,54
2011,7,0,-74,1,0,-112,46,57,50
2012,18,2,-168,6,6,-272,32,57,59
2013,9,0,-107,2,0,-136,41,56,47
2014,22,2,-146,5,2,-163,35,52,97
2015,16,2,-90,4,0,-142,35,64,77
2016,4,2,-157,1,0,-126,40,62,84
2016
2017,25,2,-141,5,0,-154,27,51,113
2018,6,5,-136,5,0,-173,33,33,78
2019,10,1,-106,3,0,-179,35,54,70
2020,18,0,-241,4,1,-346,32,46,42
2021,24,7,-266,4,0,-355,26,45,63
2022,10,0,-28,3,0,-32,37,41,94
2023,8,0,-160,1,0,-197,29,52,122
2024,7,1,-190,7,0,-225,33,51,58
2025,6,1,-97,2,0,-158,44,46,124
2026,21,1,-127,4,0,-286,18,40,50
2027,32,0,-170,1,7,-204,19,45,67
2028,8,0,-92,2,0,-134,41,37,89
2029,10,0,-206,2,0,-245,19,38,81
2030,14,1,-121,1,3,-277,32,34,42
2031,9,0,-78,6,0,-208,39,42,38
2032,7,0,-114,4,0,-113,45,38,87
2033,11,0,-116,3,0,-193,33,33,91
2034,17,1,-143,5,0,-185,28,45,55
2035,10,0,-114,2,0,-211,27,44,28
2036,12,0,-140,3,0,-162,32,36,94
2037,11,0,-148,3,0,-183,32,63,80
2038,23,0,-149,3,0,-172,28,35,101
2039,13,0,-168,3,0,-148,41,48,154
2040,5,1,-208,2,0,-248,32,48,86
2041,7,1,-159,4,0,-216,40,37,54
2042,29,0,-141,5,4,-152,22,47,110
2043,6,0,-130,5,0,-235,39,45,22
2044,18,0,-184,4,1,-218,24,35,83
2045,4,5,-165,5,0,-187,31,36,61
2046,16,1,-179,1,0,-243,25,49,83
