year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-8.9,7.6,12.0,1.2
1988,-2.6,9.4,14.1,-1.9
1989,1.2,9.8,14.2,0.2
1990,1.1,10.0,13.2,0.7
1991,-2.5,7.9,14.4,1.5
1992,0.6,11.4,14.0,0.8
1993,-0.3,10.4,12.4,0.0
1994,0.1,9.4,15.1,5.0
1995,-2.2,8.7,14.1,-1.5
1996,-5.4,8.1,13.6,0.7
1997,-1.4,8.8,16.6,0.4
1998,-0.9,8.5,13.5,0.2
1999,-2.9,9.6,14.5,1.3
2000,-1.3,9.9,13.1,4.8
2001,-4.5,9.0,14.7,1.5
2002,-0.8,10.2,15.8,-1.2
2003,-2.3,9.5,15.1,1.2
2004,-2.5,9.8,14.5,1.9
2005,-2.0,9.5,14.9,2.7
2006,-4.5,9.7,16.5,4.3
2007,-1.4,10.7,14.0,1.5
2008,0.3,10.1,13.6,1.6
2009,-3.3,10.2,14.8,0.3
2010,-6.4,9.4,14.7,-2.9
2011,-4.1,11.7,15.1,3.7
2012,-1.4,8.8,13.9,0.2
2013,-4.4,10.6,14.6,3.4
2014,0.0,9.9,15.3,2.4
2015,0.0,9.2,14.4,3.0
2016,-2.3,10.1,14.9,2.1
