year,F1,F3,M4
,label F1,label F3,label M4
1987,68,134,2
1988,55,124,2
1989,58,135,3
1990,61,136,1
1991,52,144,4
1992,76,134,4
1993,56,131,2
1994,56,136,4
1995,65,119,2
1996,52,130,4
1997,53,126,3
1998,54,130,0
1999,52,130,3
2000,62,132,2
2001,57,133,3
2002,59,134,2
2003,82,134,2
2004,37,123,2
2005,62,124,2
2006,35,133,1
2007,78,137,1
2008,68,132,1
2009,74,130,1
2010,56,137,1
2011,46,123,0
2012,70,139,1
2013,64,122,1
2014,74,139,2
2015,64,131,1
2016,67,134,2
2016
2017,48,131,4
2018,64,128,4
2019,31,126,3
2020,43,130,5
2021,62,122,2
2022,43,137,3
2023,49,128,3
2024,29,127,2
2025,62,125,1
2026,58,130,5
2027,59,123,2
2028,64,125,2
2029,61,134,1
2030,40,135,2
2031,45,117,1
2032,54,132,3
2033,54,126,2
2034,59,127,5
2035,80,147,3
2036,44,121,2
2037,25,120,4
2038,35,129,3
2039,41,134,0
2040,47,121,2
2041,40,120,1
2042,43,128,2
2043,65,135,2
2044,64,138,3
2045,45,118,3
2046,40,123,2

min,,80,0
max,,170,8
steps,,10,9
decimal



