year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,28,-40,-85,157
1988,137,-11,-145,85
1989,-15,-144,-192,33
1990,-8,-139,-255,138
1991,-13,-180,-207,84
1992,-15,-89,-139,198
1993,-55,13,-137,232
1994,121,-46,-155,117
1995,170,-71,-74,91
1996,33,-209,-178,221
1997,6,-124,-152,111
1998,-4,-51,-217,160
1999,84,-88,-160,137
2000,50,-96,-89,164
2001,145,-61,-56,131
2002,46,-182,-132,197
2003,-3,-188,-292,104
2004,70,-117,-137,91
2005,48,-135,-128,44
2006,116,-179,-160,123
2007,73,-198,-14,47
2008,81,-72,-166,83
2009,-4,-114,-215,70
2010,37,-168,-142,145
2011,-11,-217,-129,134
2012,0,-3,-199,141
2013,43,122,-131,203
2014,52,-228,-64,132
2015,32,-169,-226,45
2016,151,106,-234,70
