year,annual-frozen-days
1987,70
1988,41
1989,69
1990,51
1991,79
1992,57
1993,67
1994,39
1995,57
1996,72
1997,66
1998,67
1999,48
2000,27
2001,59
2002,33
2003,73
2004,64
2005,75
2006,76
2007,47
2008,65
2009,65
2010,75
2011,46
2012,54
2013,55
2014,16
2015,52
2016,48
