year,annual-hydric-deficit
1987,60
1988,66
1989,-318
1990,-264
1991,-316
1992,-45
1993,53
1994,38
1995,115
1996,-133
1997,-159
1998,-112
1999,-27
2000,28
2001,160
2002,-71
2003,-379
2004,-92
2005,-172
2006,-100
2007,-93
2008,-73
2009,-262
2010,-128
2011,-224
2012,-61
2013,237
2014,-108
2015,-318
2016,94
