year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.0,12.3,18.0,7.2
1988,5.4,13.7,17.1,7.5
1989,5.6,13.3,18.2,7.1
1990,6.5,13.2,17.8,6.9
1991,3.8,11.5,19.3,5.8
1992,4.0,13.5,18.1,6.3
1993,3.9,14.2,16.5,5.5
1994,5.8,12.9,18.7,9.0
1995,5.5,12.8,18.3,7.7
1996,3.7,13.2,16.4,6.0
1997,4.8,13.3,18.9,7.5
1998,5.4,13.9,17.8,5.8
1999,5.1,13.9,19.4,6.7
2000,5.2,14.4,18.0,8.8
2001,6.0,13.2,17.5,6.8
2002,6.3,14.1,17.5,8.7
2003,4.4,15.7,20.4,6.8
2004,4.4,13.3,18.5,7.0
2005,3.7,14.6,18.3,7.2
2006,3.0,14.2,19.9,8.9
2007,6.7,16.0,16.7,6.2
2008,5.7,13.9,17.1,6.6
2009,3.2,14.8,19.0,7.8
2010,3.1,13.4,17.9,5.7
2011,5.2,15.6,18.0,9.0
2012,4.1,13.3,17.7,7.8
2013,3.2,12.3,18.8,8.1
2014,6.9,14.0,17.5,9.2
2015,4.3,14.1,18.9,9.6
2016,5.2,13.1,19.1,6.7
